STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE
24,510,240300,2141,39.275656,-76.610263
24,510,240400,2571,39.270755,-76.607515
24,510,250101,3626,39.276673,-76.697868
24,510,250102,2910,39.276554,-76.690225
24,510,250103,4050,39.268904,-76.67776
24,510,250203,2018,39.249199,-76.619465
24,510,250204,4125,39.246291,-76.626668
24,510,250205,4689,39.254077,-76.646328
24,510,250206,2590,39.265794,-76.659245
24,510,250207,2059,39.252895,-76.626653
24,510,250301,2430,39.262445,-76.638928
24,510,250303,2324,39.266922,-76.650394
24,510,250401,3823,39.236881,-76.606212
24,510,250402,4930,39.231207,-76.60117
24,510,250500,5468,39.228028,-76.591557
24,510,250600,22,39.240848,-76.603787
24,510,260101,4763,39.343163,-76.53481
24,510,260102,4911,39.335002,-76.539721
24,510,260201,5116,39.329226,-76.549665
24,510,260202,5937,39.324784,-76.557586
24,510,260203,2830,39.321875,-76.545649
24,510,260301,4933,39.321808,-76.56692
24,510,260302,6094,39.317206,-76.564845
24,510,260303,778,39.312303,-76.558128
24,510,260401,3230,39.305605,-76.551448
24,510,260402,2648,39.320469,-76.538914
24,510,260403,1575,39.327352,-76.531307
24,510,260404,1996,39.295572,-76.56573
24,510,260501,4875,39.287707,-76.543131
24,510,260604,1465,39.279078,-76.540305
24,510,260605,4795,39.275002,-76.537804
24,510,260700,2260,39.2865,-76.556848
24,510,260800,2647,39.290348,-76.566535
24,510,260900,2652,39.282976,-76.565952
24,510,261000,3253,39.293381,-76.570882
24,510,261100,1951,39.282773,-76.570067
24,510,270101,1698,39.332884,-76.568207
24,510,270102,3749,39.338497,-76.559434
24,510,270200,1914,39.341323,-76.573762
24,510,270301,3148,39.348623,-76.571113
24,510,270302,1764,39.345048,-76.563658
24,510,270401,5412,39.345909,-76.546796
24,510,270402,3229,39.351423,-76.553351
24,510,270501,4420,39.364308,-76.541562
24,510,270502,4361,39.357191,-76.544231
24,510,270600,4605,39.358545,-76.566119
24,510,270701,2583,39.369834,-76.565187
24,510,270702,2333,39.364895,-76.563442
24,510,270703,2898,39.368963,-76.553114
24,510,270801,4051,39.369647,-76.591534
24,510,270802,4992,39.36147,-76.592864
24,510,270803,6268,39.360987,-76.581493
24,510,270804,2804,39.368813,-76.604063
24,510,270805,4952,39.359517,-76.602939
24,510,270901,4043,39.349508,-76.595761
24,510,270902,4754,39.351219,-76.585419
24,510,270903,4603,39.342644,-76.59034
24,510,271001,2298,39.342906,-76.605175
24,510,271002,4132,39.350025,-76.605035
24,510,271101,2046,39.350831,-76.612279
24,510,271102,4525,39.346842,-76.620885
24,510,271200,6103,39.362975,-76.617979
24,510,271300,2791,39.361242,-76.639093
24,510,271400,3730,39.345197,-76.631697
24,510,271501,4183,39.365316,-76.665035
24,510,271503,856,39.356174,-76.64655
24,510,271600,4523,39.343237,-76.664937
24,510,271700,5648,39.350268,-76.669314
24,510,271801,3175,39.347488,-76.683431
24,510,271802,2993,39.344331,-76.677378
24,510,271900,3773,39.355102,-76.683479
24,510,272003,5817,39.362788,-76.685253
24,510,272004,3788,39.369036,-76.689178
24,510,272005,3429,39.36885,-76.700947
24,510,272006,3548,39.357228,-76.697126
24,510,272007,4367,39.363599,-76.706542
24,510,280101,3226,39.352608,-76.70214
24,510,280102,6045,39.337793,-76.697561
24,510,280200,4828,39.328576,-76.700897
24,510,280301,4101,39.312324,-76.703701
24,510,280302,2282,39.319265,-76.692796
24,510,280401,3565,39.295879,-76.703851
24,510,280402,1574,39.297485,-76.688882
24,510,280403,5073,39.28476,-76.703381
24,510,280404,2267,39.285671,-76.689698
24,510,280500,3549,39.294576,-76.603108
