YEAR,SERIAL,PERNUM,percent_change_state_imputed,random_number,disemploy
2018,579928,1,0.0986664068904527,0.6329255034215748,0
2018,579929,1,-0.08230000810136318,0.507566450163722,0
2018,579930,1,0,0.8777935428079218,0
2018,579931,1,-0.1920667860172176,0.3054474948439747,0
2018,579932,1,0,0.8257748389150947,0
2018,579933,1,-0.17820306557223756,0.680295389611274,0
2018,579934,1,0,0.398447081213817,0
2018,579935,1,0,0.5255100382491946,0
2018,579936,1,0,0.1431718000676483,0
2018,579937,1,-0.13478652590854245,0.2069530482403934,0
2018,579938,1,0.0986664068904527,0.1159660390112549,0
2018,579939,1,0,0.4167538082692772,0
2018,579940,1,0,0.3729914359282702,0
2018,579941,1,0,0.8588837163988501,0
2018,579942,1,0,0.48063919181004167,0
2018,579943,1,0,0.4754955933894962,0
2018,579944,1,-0.17820306557223756,0.7624307670630515,0
2018,579945,1,0,0.8690683089662343,0
2018,579946,1,0,0.7802846685517579,0
2018,579947,1,0,0.14506556349806488,0
2018,579948,1,0,0.7461702369619161,0
2018,579949,1,0,0.8904541581869125,0
2018,579950,1,0,0.5889978413470089,0
2018,579951,1,-0.17820306557223756,0.37937506125308573,0
2018,579952,1,0,0.44467264227569103,0
2018,579953,1,-0.05846966543538903,0.9998447573743761,0
2018,579954,1,-0.17820306557223756,0.2377758885268122,0
2018,579955,1,0,0.35632653743959963,0
2018,579956,1,-0.2015170945257314,0.17406189278699458,0
2018,579957,1,-0.044221198533825,0.16790887340903282,0
2018,579958,1,-0.2015170945257314,0.9946484363172203,0
2018,579959,1,0,0.616227644495666,0
2018,579960,1,-0.17820306557223756,0.38570256740786135,0
2018,579961,1,0,0.31469185720197856,0
2018,579962,1,0,0.7948558893986046,0
2018,579963,1,0,0.6058294146787375,0
2018,579964,1,0,0.6196033947635442,0
2018,579965,1,-0.17820306557223756,0.4041674332693219,0
2018,579966,1,0,0.9317365249153227,0
2018,579967,1,0,0.7544932141900063,0
2018,579968,1,0,0.3786839956883341,0
2018,579969,1,-0.05846966543538903,0.1159934182651341,0
2018,579970,1,0,0.9076827440876514,0
2018,579971,1,0,0.7483512710314244,0
2018,579972,1,0,0.5509649820160121,0
2018,579973,1,-0.17820306557223756,0.5101633800659329,0
2018,579974,1,0,0.7983334842137992,0
2018,579975,1,0,0.3012223665136844,0
2018,579976,1,-0.00398817660665074,0.04434037138707936,0
2018,579977,1,-0.03408976647681605,0.23560117883607745,0
2018,579978,1,0,0.7495138347148895,0
2018,579979,1,0.02688244615870594,0.2675957453902811,0
2018,579980,1,0.0986664068904527,0.5375331395771354,0
2018,579981,1,0,0.8825519331730902,0
2018,579982,1,0,0.055529433535411954,0
2018,579983,1,-0.03942783135776987,0.3942493670620024,0
2018,579984,1,0,0.9169773804023862,0
2018,579985,1,0,0.7186441675294191,0
2018,579986,1,-0.22561234184541215,0.8360327449627221,0
2018,579987,1,0,0.11086902930401266,0
2018,579988,1,-0.05846966543538903,0.619426310993731,0
2018,579989,1,-0.17820306557223756,0.47425943706184626,0
2018,579990,1,-0.17820306557223756,0.037696826504543424,0
2018,579991,1,-0.09021300568853174,0.6324588847346604,0
2018,579992,1,-0.03408976647681605,0.9854911644943058,1
2018,579993,1,-0.17820306557223756,0.48435807414352894,0
2018,579994,1,-0.05846966543538903,0.9595612799748778,1
2018,579995,1,0,0.42807149584405124,0
2018,579996,1,0,0.06740437471307814,0
2018,579997,1,-0.22561234184541215,0.7237681180704385,0
2018,579998,1,0.02688244615870594,0.8817950710654259,0
2018,579999,1,-0.18457855255558028,0.7057093041948974,0
2018,580000,1,0,0.23700928734615445,0
2018,580001,1,-0.1252107634157511,0.8770961475092918,0
2018,580002,1,0,0.7313377663958818,0
2018,580003,1,0,0.07735102623701096,0
2018,580004,1,-0.05846966543538903,0.08945403480902314,0
2018,580005,1,0,0.5494319703429937,0
2018,580006,1,0,0.4552127467468381,0
2018,580007,1,-0.00398817660665074,0.9771412529516965,0
2018,580008,1,0,0.24907931219786406,0
2018,580009,1,0,0.020048171980306506,0
2018,580010,1,0,0.9230632190592587,0
2018,580011,1,0,0.4027970861643553,0
2018,580012,1,0,0.13908919016830623,0
2018,580013,1,0.18910734210090674,0.9596968644764274,0
2018,580014,1,-0.20441922235155618,0.2755357713904232,0
2018,580015,1,-0.17820306557223756,0.24604043806903064,0
2018,580016,1,0,0.11351276747882366,0
2018,580017,1,0,0.09831274952739477,0
2018,580018,1,-0.20441922235155618,0.6727390449959785,0
2018,580019,1,0,0.7113494344521314,0
2018,580020,1,-0.20441922235155618,0.2580803050659597,0
2018,580021,1,0,0.8107653821352869,0
2018,580022,1,0.18910734210090674,0.8868189558852464,0
2018,580023,1,0,0.7262812301050872,0
2018,580024,1,0,0.13109717587940395,0
2018,580025,1,0,0.016100683948025107,0
2018,580026,1,0,0.5064011439681053,0
2018,580027,1,0.03826859198052357,0.06282299803569913,0
2018,580028,1,-0.08230000810136318,0.1611209197435528,0
2018,580029,1,0,0.26178653445094824,0
2018,580030,1,-0.17820306557223756,0.8590394852217287,0
2018,580031,1,0,0.8440098310820758,0
2018,580032,1,-0.06265586501311238,0.9799535721540451,0
2018,580033,1,-0.17820306557223756,0.8205366097390652,0
2018,580034,1,0,0.6123362227808684,0
2018,580035,1,0,0.8082516449503601,0
2018,580036,1,0,0.8101098970510066,0
2018,580037,1,-0.05846966543538903,0.7587651035282761,0
2018,580038,1,0.038921597699035915,0.5229302300140262,0
2018,580039,1,0,0.7333829759154469,0
2018,580040,1,0,0.5327123613096774,0
2018,580041,1,0,0.36702599306590855,0
2018,580042,1,-0.17820306557223756,0.3638102114200592,0
2018,580043,1,0,0.5888178322929889,0
2018,580044,1,0,0.009514492703601718,0
2018,580045,1,-0.17820306557223756,0.30262588430196047,0
2018,580046,1,0,0.17844922025687993,0
2018,580047,1,-0.2971149300649447,0.05487566837109625,0
2018,580048,1,0,0.7198836575262249,0
2018,580049,1,0,0.8187621117103845,0
2018,580050,1,0,0.30378003930673003,0
2018,580051,1,0.0366343672287186,0.2452691188082099,0
2018,580052,1,0,0.08802828285843134,0
2018,580053,1,0,0.4362809753511101,0
2018,580054,1,0,0.7529396819882095,0
2018,580055,1,-0.03942783135776987,0.5044073709286749,0
2018,580056,1,0,0.9789533338043839,0
2018,580057,1,-0.22561234184541215,0.915104215964675,0
2018,580058,1,0,0.5313529365230352,0
2018,580059,1,0.17190488066117948,0.4107114595826715,0
2018,580060,1,-0.12301098007246626,0.21500850492157042,0
2018,580061,1,0,0.735154276015237,0
2018,580062,1,-0.2015170945257314,0.9268037374131382,0
2018,580063,1,-0.03818662165874542,0.48095625545829535,0
2018,580064,1,-0.10717673899833857,0.1368684722110629,0
2018,580065,1,-0.04008539459619619,0.04217951511964202,0
2018,580066,1,0,0.0047666404861956835,0
2018,580067,1,-0.03942783135776987,0.222202368080616,0
2018,580068,1,-0.00398817660665074,0.6280309469439089,0
2018,580069,1,0,0.7547256229445338,0
2018,580070,1,0,0.800230399472639,0
2018,580071,1,0,0.7631782509852201,0
2018,580072,1,0,0.11533725238405168,0
2018,580073,1,0,0.7085211139637977,0
2018,580074,1,-0.17820306557223756,0.2805939500685781,0
2018,580075,1,-0.17820306557223756,0.2226149218622595,0
2018,580076,1,-0.17820306557223756,0.25579275260679424,0
2018,580077,1,0,0.1519761977251619,0
2018,580078,1,-0.05846966543538903,0.17034150986000896,0
2018,580079,1,-0.05846966543538903,0.986779862549156,1
2018,580080,1,-0.06182412767310591,0.40443789726123214,0
2018,580081,1,-0.22561234184541215,0.064843981759622693,0
2018,580082,1,0.03893819129120446,0.46429985924623907,0
2018,580083,1,0,0.28200106183066964,0
2018,580084,1,-0.17820306557223756,0.7289213973563164,0
2018,580085,1,0,0.5830610797274858,0
2018,580086,1,0,0.040517785819247365,0
2018,580087,1,-0.2015170945257314,0.9425261686556041,0
2018,580088,1,-0.00398817660665074,0.6484042298980057,0
2018,580089,1,0,0.8226730762980878,0
2018,580090,1,-0.04008539459619619,0.06840249756351113,0
2018,580091,1,-0.05846966543538903,0.6433165229391307,0
2018,580092,1,0,0.7589326028246433,0
2018,580093,1,0,0.08627198124304414,0
2018,580094,1,0,0.44248878164216876,0
2018,580095,1,0,0.08253603498451412,0
2018,580096,1,0,0.2979839404579252,0
2018,580097,1,0,0.7238361216150224,0
2018,580098,1,0,0.10367646254599094,0
2018,580099,1,0,0.8549169898033142,0
2018,580100,1,0,0.9096725913695991,0
2018,580101,1,0,0.25349664664827287,0
2018,580102,1,0,0.27766322903335094,0
2018,580103,1,0,0.8488265546038747,0
2018,580104,1,0,0.21119516878388822,0
2018,580105,1,0,0.24683232279494405,0
2018,580106,1,-0.17820306557223756,0.24569745641201735,0
2018,580107,1,0,0.34023171849548817,0
2018,580108,1,0,0.26375355175696313,0
2018,580109,1,-0.17820306557223756,0.5371951153501868,0
2018,580110,1,0,0.5077323641162366,0
2018,580111,1,0,0.15140148345381021,0
2018,580112,1,-0.2971149300649447,0.2364342084620148,0
2018,580113,1,-0.05846966543538903,0.14741936814971268,0
2018,580114,1,-0.17820306557223756,0.7191308147739619,0
2018,580115,1,-0.2015170945257314,0.9103170468006283,0
2018,580116,1,0,0.05898917559534311,0
2018,580117,1,0,0.876696719089523,0
2018,580118,1,0,0.10211912635713816,0
2018,580119,1,-0.17820306557223756,0.1639950512908399,0
2018,580120,1,-0.058844808910177515,0.9886937947012484,0
2018,580121,1,0,0.6854180027730763,0
2018,580122,1,0,0.7599231817293912,0
2018,580123,1,0,0.31241292343474925,0
2018,580124,1,0,0.39919581497088075,0
2018,580125,1,0,0.7180705098435283,0
2018,580126,1,0,0.02014185767620802,0
2018,580127,1,0.09099947673132253,0.5946978323627263,0
2018,580128,1,0,0.15508775669150054,0
2018,580129,1,-0.17820306557223756,0.662791334092617,0
2018,580130,1,0,0.10677741514518857,0
2018,580131,1,0,0.6854962625075132,0
2018,580132,1,-0.20441922235155618,0.11811214732006192,0
2018,580133,1,0,0.7652877843938768,0
2018,580134,1,-0.05846966543538903,0.5592365043703467,0
2018,580135,1,0,0.4648108705878258,0
2018,580136,1,0,0.19273601728491485,0
2018,580137,1,-0.17820306557223756,0.7908570826984942,0
2018,580138,1,0,0.48942115576937795,0
2018,580139,1,0,0.5332026747055352,0
2018,580140,1,0,0.04812180786393583,0
2018,580141,1,-0.05569764810037947,0.5141602901276201,0
2018,580142,1,0.0366343672287186,0.40915931831113994,0
2018,580143,1,0,0.8301002618391067,0
2018,580144,1,-0.07681906314217057,0.6183831302914768,0
2018,580145,1,-0.07912650890495854,0.9303322804626077,0
2018,580146,1,0,0.20710520027205348,0
2018,580147,1,0,0.778665725607425,0
2018,580148,1,0,0.8616982984822243,0
2018,580149,1,0,0.3528167027980089,0
2018,580150,1,-0.05752144964194683,0.6283422757405788,0
2018,580151,1,-0.00398817660665074,0.10760474554263055,0
2018,580152,1,-0.22561234184541215,0.2039279630407691,0
2018,580153,1,-0.04008539459619619,0.7614532331936061,0
2018,580154,1,0,0.856494814157486,0
2018,580155,1,0,0.2171230788808316,0
2018,580156,1,0,0.3168431012891233,0
2018,580157,1,0.09099947673132253,0.9837385502178222,0
2018,580158,1,-0.07476727416128548,0.5402265752200037,0
2018,580159,1,0,0.8641684399917722,0
2018,580160,1,-0.05846966543538903,0.4079033634625375,0
2018,580161,1,-0.19598659357586645,0.5232741585932672,0
2018,580162,1,0,0.36868258216418326,0
2018,580163,1,-0.05846966543538903,0.40093718422576785,0
2018,580164,1,0,0.5001651416532695,0
2018,580165,1,0,0.8487909031100571,0
2018,580166,1,0,0.4448391275946051,0
2018,580167,1,0,0.28842455544508994,0
2018,580168,1,0,0.29650194966234267,0
2018,580169,1,-0.05846966543538903,0.4140640855766833,0
2018,580170,1,-0.17820306557223756,0.5157275144010782,0
2018,580171,1,-0.044221198533825,0.95381835475564,0
2018,580172,1,-0.05846966543538903,0.3188004931434989,0
2018,580173,1,0,0.9405460855923593,0
2018,580174,1,0,0.13267848826944828,0
2018,580175,1,0,0.05031231534667313,0
2018,580176,1,0,0.5292489605490118,0
2018,580177,1,0,0.5498514773789793,0
2018,580178,1,0,0.2568965295795351,0
2018,580179,1,0,0.570593606447801,0
2018,580180,1,0,0.09072504821233451,0
2018,580181,1,0,0.15412858128547668,0
2018,580182,1,-0.05846966543538903,0.5316985086537898,0
2018,580183,1,0,0.7009881620761007,0
2018,580184,1,0,0.6426275880075991,0
2018,580185,1,0,0.4981062875594944,0
2018,580186,1,-0.00398817660665074,0.9046350242570043,0
2018,580187,1,0,0.6506813152227551,0
2018,580188,1,-0.05846966543538903,0.7558774224016815,0
2018,580189,1,0,0.9094938889611512,0
2018,580190,1,-0.00398817660665074,0.919515575049445,0
2018,580191,1,-0.18457855255558028,0.30903962603770196,0
2018,580192,1,0,0.2635514687281102,0
2018,580193,1,0,0.08833780721761286,0
2018,580194,1,0,0.34580115252174437,0
2018,580195,1,-0.05846966543538903,0.34858164354227483,0
2018,580196,1,0,0.8255727689247578,0
2018,580197,1,0,0.4130513349082321,0
2018,580198,1,-0.20441922235155618,0.6351709081791341,0
2018,580199,1,-0.08230000810136318,0.36798538686707616,0
2018,580200,1,0,0.6853176672011614,0
2018,580201,1,0,0.39558679331094027,0
2018,580202,1,0,0.2254157809074968,0
2018,580203,1,-0.00398817660665074,0.46026898128911853,0
2018,580204,1,0,0.6690872919280082,0
2018,580205,1,0,0.6606567054986954,0
2018,580206,1,0,0.25262503256089985,0
2018,580207,1,0,0.8993338344153017,0
2018,580208,1,-0.27204185974036477,0.25312655651941895,0
2018,580209,1,-0.05846966543538903,0.10734592913649976,0
2018,580210,1,0,0.5351671241223812,0
2018,580211,1,-0.17820306557223756,0.6252806964330375,0
2018,580212,1,-0.17820306557223756,0.701180113479495,0
2018,580213,1,0,0.12375348201021552,0
2018,580214,1,0.0015941428405031877,0.4374599882867187,0
2018,580215,1,0,0.7748633471783251,0
2018,580216,1,-0.05846966543538903,0.7633759577292949,0
2018,580217,1,0,0.0706098796799779,0
2018,580218,1,-0.08230000810136318,0.8482824899256229,0
2018,580219,1,0,0.9135297588072717,0
2018,580220,1,0,0.8738020430319011,0
2018,580221,1,0,0.7416847972199321,0
2018,580222,1,0.0366343672287186,0.7285212180577219,0
2018,580223,1,-0.05846966543538903,0.7362108130473644,0
2018,580224,1,0,0.09898236696608365,0
2018,580225,1,0,0.2555861247237772,0
2018,580226,1,-0.0893523986698378,0.7825511936098337,0
2018,580227,1,-0.17820306557223756,0.9450328904204071,0
2018,580228,1,-0.053616956470484894,0.7110094092786312,0
2018,580229,1,0,0.280861250590533,0
2018,580230,1,0.17989087254139946,0.10931222117505968,0
2018,580231,1,-0.00398817660665074,0.5813494510948658,0
2018,580232,1,0,0.3376210171263665,0
2018,580233,1,-0.2971149300649447,0.6073770197108388,0
2018,580234,1,-0.06182412767310591,0.6240991125814617,0
2018,580235,1,-0.03942783135776987,0.8031328890938312,0
2018,580236,1,-0.17820306557223756,0.26992779527790844,0
2018,580237,1,0,0.07935468945652246,0
2018,580238,1,-0.08230000810136318,0.7506213958840817,0
2018,580239,1,-0.08393338230783931,0.4821203048340976,0
2018,580240,1,0,0.490295747295022,0
2018,580241,1,-0.03408976647681605,0.6575205358676612,0
2018,580242,1,0,0.10376332490704954,0
2018,580243,1,0,0.6781531472224742,0
2018,580244,1,0,0.8697239779867232,0
2018,580245,1,0,0.9474735476542264,0
2018,580246,1,0,0.30078412871807814,0
2018,580247,1,-0.13478652590854245,0.2865719897672534,0
2018,580248,1,0,0.18366154143586755,0
